system_id,ligand_instance_chain,lddt_pli,rmsd,autodock_vina_8_ok,autodock_vina_32_ok,qvina_w_ok,quickvina2_ok,autodock_gpu_ok,n_other_ok,ref_lddt_pli,ref_rmsd,lddt_pli_gap,rmsd_gap
8pyi__1__1.A__1.I,1.I,0.0561919510364532,10.855859756469728,0,0,0,0,1,1,0.1088099926710128,9.951211929321287,0.0526180416345596,0.904647827148441
8q34__1__1.A__1.F,1.F,0.7576252818107605,1.6746519804000854,0,1,0,0,0,1,0.7996651530265808,1.3619415760040283,0.04203987121582031,0.31271040439605713
8q34__1__1.A__1.F,1.F,0.7576252818107605,1.6746519804000854,0,1,0,0,0,1,0.8767942786216736,1.3225715160369873,0.11916899681091309,0.35208046436309814
8q34__1__1.A__1.F,1.F,0.7576252818107605,1.6746519804000854,1,1,0,0,0,2,0.7996651530265808,1.3619415760040283,0.04203987121582031,0.31271040439605713
8q34__1__1.A__1.F,1.F,0.7576252818107605,1.6746519804000854,1,1,0,0,0,2,0.8767942786216736,1.3225715160369873,0.11916899681091309,0.35208046436309814
8qka__1__1.A__1.D,1.D,0.6217228174209595,2.99096941947937,0,1,0,0,1,2,0.2465388774871826,8.288528442382812,-0.37518393993377686,-5.297559022903442
8qka__1__1.A__1.D,1.D,0.6217228174209595,2.99096941947937,0,1,0,0,1,2,0.0506993010640144,12.77100944519043,-0.571023516356945,-9.78004002571106
8qka__1__1.A__1.D,1.D,0.6217228174209595,2.99096941947937,0,1,0,0,1,2,0.2465388774871826,8.288528442382812,-0.37518393993377686,-5.297559022903442
8qka__1__1.A__1.D,1.D,0.6217228174209595,2.99096941947937,0,1,0,0,1,2,0.0506993010640144,12.77100944519043,-0.571023516356945,-9.78004002571106
8qtl__1__1.A_1.B__1.G,1.G,0.4371750354766845,4.014425277709961,1,0,0,0,0,1,0.9960317611694336,0.4285506308078766,0.558856725692749,3.5858746469020844
8qtl__1__1.A_1.B__1.G,1.G,0.4371750354766845,4.014425277709961,1,0,0,0,0,1,0.5893939137458801,2.649855375289917,0.1522188782691956,1.364569902420044
8qtg__1__1.A__1.B,1.B,0.2555457055568695,7.478707313537598,0,0,0,0,1,1,0.2200791239738464,11.568358421325684,-0.0354665815830231,-4.089651107788086
8qtg__1__1.A__1.B,1.B,0.2555457055568695,7.478707313537598,0,0,0,0,1,1,0.0246865209192037,16.0646915435791,-0.2308591846376658,-8.585984230041504
8qtg__1__1.A__1.B,1.B,0.2555457055568695,7.478707313537598,0,0,0,0,1,1,0.2200791239738464,11.568358421325684,-0.0354665815830231,-4.089651107788086
8qtg__1__1.A__1.B,1.B,0.2555457055568695,7.478707313537598,0,0,0,0,1,1,0.0246865209192037,16.0646915435791,-0.2308591846376658,-8.585984230041504
8qth__1__1.A__1.B,1.B,0.2856844663619995,7.731338024139404,0,0,0,0,1,1,0.212727278470993,11.468507766723633,-0.07295718789100653,-3.7371697425842285
8qth__1__1.A__1.B,1.B,0.2856844663619995,7.731338024139404,0,0,0,0,1,1,0.1495614051818847,11.87550163269043,-0.1361230611801148,-4.144163608551025
8qth__1__1.A__1.B,1.B,0.2856844663619995,7.731338024139404,0,0,0,0,1,1,0.212727278470993,11.468507766723633,-0.07295718789100653,-3.7371697425842285
8qth__1__1.A__1.B,1.B,0.2856844663619995,7.731338024139404,0,0,0,0,1,1,0.1495614051818847,11.87550163269043,-0.1361230611801148,-4.144163608551025
8qnh__1__1.A__1.B,1.B,0.1181266009807586,13.256529808044434,0,0,0,0,1,1,0.0135922329500317,16.85171127319336,-0.1045343680307269,-3.595181465148926
8qnh__1__1.A__1.B,1.B,0.1181266009807586,13.256529808044434,0,0,0,0,1,1,0.0001646903838263,20.904857635498047,-0.1179619105969323,-7.648327827453613
8qnh__1__1.A__1.B,1.B,0.1181266009807586,13.256529808044434,0,0,0,0,1,1,0.0135922329500317,16.85171127319336,-0.1045343680307269,-3.595181465148926
8qnh__1__1.A__1.B,1.B,0.1181266009807586,13.256529808044434,0,0,0,0,1,1,0.0001646903838263,20.904857635498047,-0.1179619105969323,-7.648327827453613
8qdz__1__1.A_2.A__2.B,2.B,0.5611931085586548,3.6500420570373535,1,1,1,1,0,4,0.9996025562286376,0.3153597414493561,0.4384094476699828,3.3346823155879974
8qdz__1__1.A_2.A__2.B,2.B,0.5611931085586548,3.6500420570373535,1,1,1,1,0,4,0.9972265958786012,0.3338437974452972,0.4360334873199464,3.3161982595920563
8qdz__1__1.A_2.A__2.B,2.B,0.5611931085586548,3.6500420570373535,1,1,1,1,0,4,0.9996025562286376,0.3153597414493561,0.4384094476699828,3.3346823155879974
8qdz__1__1.A_2.A__2.B,2.B,0.5611931085586548,3.6500420570373535,1,1,1,1,0,4,0.9972265958786012,0.3338437974452972,0.4360334873199464,3.3161982595920563
8r4o__1__1.A__1.M,1.M,0.65771484375,3.12656044960022,0,1,1,0,1,3,0.6241496801376343,3.202224016189575,-0.03356516361236572,-0.07566356658935502
8r4o__1__1.A__1.M,1.M,0.65771484375,3.12656044960022,0,1,1,0,1,3,0.624267578125,3.20824933052063,-0.033447265625,-0.08168888092040971
8r4o__1__1.A__1.M,1.M,0.65771484375,3.12656044960022,0,1,1,0,1,3,0.6241496801376343,3.202224016189575,-0.03356516361236572,-0.07566356658935502
8r4o__1__1.A__1.M,1.M,0.65771484375,3.12656044960022,0,1,1,0,1,3,0.624267578125,3.20824933052063,-0.033447265625,-0.08168888092040971
8sxy__1__1.A__1.C,1.C,0.0686372742056846,12.935121536254885,0,0,0,0,1,1,0.1702302694320678,9.776723861694336,0.10159299522638318,3.1583976745605487
8sxy__1__1.A__1.C,1.C,0.0686372742056846,12.935121536254885,0,0,0,0,1,1,0.17991803586483,9.156170845031738,0.11128076165914538,3.7789506912231463
8sxy__1__1.A__1.C,1.C,0.0686372742056846,12.935121536254885,0,0,0,0,1,1,0.1702302694320678,9.776723861694336,0.10159299522638318,3.1583976745605487
8sxy__1__1.A__1.C,1.C,0.0686372742056846,12.935121536254885,0,0,0,0,1,1,0.17991803586483,9.156170845031738,0.11128076165914538,3.7789506912231463
8tnd__1__1.B__1.F,1.F,0.0888643041253089,11.61549186706543,0,1,1,1,0,3,0.768781304359436,1.823622226715088,0.6799170002341272,9.791869640350342
8tnd__1__1.B__1.F,1.F,0.0888643041253089,11.61549186706543,0,1,1,1,0,3,0.3495065867900848,6.2732462882995605,0.2606422826647759,5.342245578765869
8tnd__1__1.B__1.F,1.F,0.0888643041253089,11.61549186706543,0,1,1,1,0,3,0.768781304359436,1.823622226715088,0.6799170002341272,9.791869640350342
8tnd__1__1.B__1.F,1.F,0.0888643041253089,11.61549186706543,0,1,1,1,0,3,0.3495065867900848,6.2732462882995605,0.2606422826647759,5.342245578765869
8pxt__1__1.C__1.L,1.L,0.3054621815681457,5.351569652557373,0,1,0,0,0,1,0.4979209899902344,3.4526476860046387,0.19245880842208868,1.8989219665527344
8pxt__1__1.C__1.L,1.L,0.3054621815681457,5.351569652557373,0,1,0,0,0,1,0.5295315384864807,3.382770538330078,0.22406935691833502,1.968799114227295
8pxt__1__1.C__1.L,1.L,0.3054621815681457,5.351569652557373,0,1,0,0,0,1,0.4979209899902344,3.4526476860046387,0.19245880842208868,1.8989219665527344
8pxt__1__1.C__1.L,1.L,0.3054621815681457,5.351569652557373,0,1,0,0,0,1,0.5295315384864807,3.382770538330078,0.22406935691833502,1.968799114227295
8uob__1__1.A__1.B,1.B,0.4678257405757904,6.78921365737915,1,0,0,0,0,1,0.8972642421722412,1.7000685930252075,0.4294385015964508,5.089145064353943
8uob__1__1.A__1.B,1.B,0.4678257405757904,6.78921365737915,1,0,0,0,0,1,0.2986406087875366,9.968586921691896,-0.16918513178825378,-3.179373264312746
8v8e__1__1.A__1.D,1.D,0.1380252093076706,13.248961448669434,0,1,1,1,1,4,0.4479768872261047,4.267670631408691,0.3099516779184341,8.981290817260742
8v8e__1__1.A__1.D,1.D,0.1380252093076706,13.248961448669434,0,1,1,1,1,4,1.0,0.2520565092563629,0.8619747906923294,12.99690493941307
8v8e__1__1.A__1.D,1.D,0.1380252093076706,13.248961448669434,1,1,1,1,1,5,0.4479768872261047,4.267670631408691,0.3099516779184341,8.981290817260742
8v8e__1__1.A__1.D,1.D,0.1380252093076706,13.248961448669434,1,1,1,1,1,5,1.0,0.2520565092563629,0.8619747906923294,12.99690493941307
8uuf__1__1.A__1.B,1.B,0.5636593699455261,4.849788188934326,0,0,0,0,1,1,0.241703063249588,9.62468719482422,-0.3219563066959381,-4.774899005889894
8uuf__1__1.A__1.B,1.B,0.5636593699455261,4.849788188934326,0,0,0,0,1,1,0.0,33.80382537841797,-0.5636593699455261,-28.954037189483643
8uuf__1__1.A__1.B,1.B,0.5636593699455261,4.849788188934326,0,0,0,0,1,1,0.241703063249588,9.62468719482422,-0.3219563066959381,-4.774899005889894
8uuf__1__1.A__1.B,1.B,0.5636593699455261,4.849788188934326,0,0,0,0,1,1,0.0,33.80382537841797,-0.5636593699455261,-28.954037189483643
8ur9__1__1.A_1.B__1.C,1.C,0.3089672029018402,7.872565269470215,0,1,0,0,1,2,0.2496668845415115,9.018048286437988,-0.0593003183603287,-1.1454830169677734
8ur9__1__1.A_1.B__1.C,1.C,0.3089672029018402,7.872565269470215,0,1,0,0,1,2,0.0050876201130449,21.46625709533692,-0.3038795827887953,-13.593691825866706
8ur9__1__1.A_1.B__1.C,1.C,0.3089672029018402,7.872565269470215,0,1,0,0,1,2,0.2496668845415115,9.018048286437988,-0.0593003183603287,-1.1454830169677734
8ur9__1__1.A_1.B__1.C,1.C,0.3089672029018402,7.872565269470215,0,1,0,0,1,2,0.0050876201130449,21.46625709533692,-0.3038795827887953,-13.593691825866706
8w4s__1__1.A__1.D,1.D,0.4613564610481262,4.479360580444336,1,0,0,0,0,1,0.8959459662437439,0.9742239117622375,0.4345895051956177,3.5051366686820984
8w4s__1__1.A__1.D,1.D,0.4613564610481262,4.479360580444336,1,0,0,0,0,1,0.4819773435592651,4.3721842765808105,0.02062088251113886,0.10717630386352539
8wrj__1__1.A__1.B,1.B,0.1924227327108383,7.942684650421143,1,1,1,1,0,4,0.8728878498077393,0.8229182362556458,0.6804651170969009,7.119766414165497
8wrj__1__1.A__1.B,1.B,0.1924227327108383,7.942684650421143,1,1,1,1,0,4,0.8728878498077393,0.8234294056892395,0.6804651170969009,7.119255244731903
8wrj__1__1.A__1.B,1.B,0.1924227327108383,7.942684650421143,1,1,1,1,0,4,0.8728878498077393,0.8229182362556458,0.6804651170969009,7.119766414165497
8wrj__1__1.A__1.B,1.B,0.1924227327108383,7.942684650421143,1,1,1,1,0,4,0.8728878498077393,0.8234294056892395,0.6804651170969009,7.119255244731903
8wsm__1__1.A__1.D,1.D,0.7188591361045837,2.6042487621307373,0,0,1,1,0,2,0.5291576385498047,3.2152762413024902,-0.18970149755477905,-0.6110274791717529
8wsm__1__1.A__1.D,1.D,0.7188591361045837,2.6042487621307373,0,0,1,1,0,2,0.5305139422416687,3.205371856689453,-0.18834519386291504,-0.6011230945587158
8wsm__1__1.A__1.D,1.D,0.7188591361045837,2.6042487621307373,0,0,1,1,0,2,0.5291576385498047,3.2152762413024902,-0.18970149755477905,-0.6110274791717529
8wsm__1__1.A__1.D,1.D,0.7188591361045837,2.6042487621307373,0,0,1,1,0,2,0.5305139422416687,3.205371856689453,-0.18834519386291504,-0.6011230945587158
8y33__1__1.A__1.B,1.B,0.1275372058153152,9.767356872558594,0,0,0,0,1,1,0.0005927682504989,26.02728080749512,-0.1269444375648163,-16.259923934936527
8y33__1__1.A__1.B,1.B,0.1275372058153152,9.767356872558594,0,0,0,0,1,1,0.5544803142547607,6.088064670562744,0.42694310843944555,3.6792922019958496
8y33__1__1.A__1.B,1.B,0.1275372058153152,9.767356872558594,0,0,0,0,1,1,0.0005927682504989,26.02728080749512,-0.1269444375648163,-16.259923934936527
8y33__1__1.A__1.B,1.B,0.1275372058153152,9.767356872558594,0,0,0,0,1,1,0.5544803142547607,6.088064670562744,0.42694310843944555,3.6792922019958496
8xhd__1__1.A_1.B__1.C,1.C,0.7620922327041626,2.4998583793640137,0,0,0,0,1,1,0.2308956384658813,7.566604137420654,-0.5311965942382812,-5.066745758056641
8xhd__1__1.A_1.B__1.C,1.C,0.7620922327041626,2.4998583793640137,0,0,0,0,1,1,0.0126811591908335,18.18751335144043,-0.7494110735133291,-15.687654972076416
8xhd__1__1.A_1.B__1.C,1.C,0.7620922327041626,2.4998583793640137,0,0,0,0,1,1,0.2308956384658813,7.566604137420654,-0.5311965942382812,-5.066745758056641
8xhd__1__1.A_1.B__1.C,1.C,0.7620922327041626,2.4998583793640137,0,0,0,0,1,1,0.0126811591908335,18.18751335144043,-0.7494110735133291,-15.687654972076416
