system_id,status
7kb6__1__1.A__1.OA_1.Q_1.R,no_symmetry_contacts
7kb8__1__1.A__1.E,no_symmetry_contacts
7kbj__1__1.B_1.C__1.L_1.M_1.O,no_symmetry_contacts
7kbr__1__1.B_1.C__1.EA_1.IA_1.N,no_symmetry_contacts
7kgy__1__2.C_2.D__2.J,no_symmetry_contacts
7kh4__1__1.A_1.F__1.G_1.W,no_symmetry_contacts
7knr__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7kop__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7kry__1__1.A__1.E_1.F,no_symmetry_contacts
7kxz__1__1.A__1.C,no_symmetry_contacts
7l1j__1__1.A_1.B__1.E_1.G,no_symmetry_contacts
7l1p__1__1.A_1.B__1.C,no_symmetry_contacts
7l3m__1__1.A__1.B_1.D_1.E_1.F_1.G,no_symmetry_contacts
7l8o__1__1.A__1.G_1.H,no_symmetry_contacts
7l91__1__3.A__3.B_3.C_3.D,no_symmetry_contacts
7lbv__1__1.A__1.B,no_symmetry_contacts
7ldy__1__1.A_1.B__1.H,no_symmetry_contacts
7le3__1__1.A_1.B__1.C,no_symmetry_contacts
7le5__1__1.A_1.B__1.H,no_symmetry_contacts
7le6__1__1.A_1.B__1.C,no_symmetry_contacts
7lff__1__1.A__1.C_1.D,no_symmetry_contacts
7lm4__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7lnh__1__2.A_2.B__2.E,no_symmetry_contacts
7lp0__1__1.A__1.C,no_symmetry_contacts
7lpk__1__1.A__1.C,no_symmetry_contacts
7lpw__1__1.A_1.B__1.G,no_symmetry_contacts
7lr9__1__1.A__1.C,no_symmetry_contacts
7lrk__1__1.A__1.C,no_symmetry_contacts
7lro__1__1.A__1.D,no_symmetry_contacts
7ltz__1__1.A__1.B_1.C,no_symmetry_contacts
7lv3__1__1.A_1.B__1.C_1.D_1.E,no_symmetry_contacts
7lxr__1__1.A__1.E_1.F,no_symmetry_contacts
7lzr__1__1.A_1.B__1.H,no_symmetry_contacts
7m0n__1__1.B__1.J_1.M_1.N,no_symmetry_contacts
7m94__1__1.B__1.J,no_symmetry_contacts
7m95__1__1.B__1.K,no_symmetry_contacts
7m96__1__1.A__1.E,no_symmetry_contacts
7m9g__1__1.A_1.B__1.E,no_symmetry_contacts
7m9h__1__1.A_1.B__1.E,no_symmetry_contacts
7m9r__1__1.A_1.B__1.C,no_symmetry_contacts
7m9t__1__1.A_1.B__1.D,no_symmetry_contacts
7m9v__1__1.A_1.B__1.C,no_symmetry_contacts
7m9x__1__1.A_1.B__1.C,no_symmetry_contacts
7ma0__1__1.A_1.B__1.I,no_symmetry_contacts
7ma1__1__1.A_1.B__1.M,no_symmetry_contacts
7ma2__1__1.A_1.B__1.E,no_symmetry_contacts
7ma3__1__1.A_1.B__1.E,no_symmetry_contacts
7ma4__1__1.A_1.B__1.D,no_symmetry_contacts
7ma5__1__1.A_1.B__1.G,no_symmetry_contacts
7ma7__1__1.A_1.B__1.E,no_symmetry_contacts
7ma8__1__1.A_1.B__1.E,no_symmetry_contacts
7maq__1__1.A_1.B__1.C,no_symmetry_contacts
7mbw__1__1.A__1.E_1.F,no_symmetry_contacts
7mcj__1__1.A__1.C_1.D,no_symmetry_contacts
7mdp__1__1.A__1.D,no_symmetry_contacts
7mgj__1__1.A__1.E,no_symmetry_contacts
7mgk__1__1.A__1.E,no_symmetry_contacts
7mgt__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7mjd__1__1.B__1.S,no_symmetry_contacts
7mkx__1__1.A__1.E,no_symmetry_contacts
7mlo__1__1.A__1.C,no_symmetry_contacts
7mlp__1__1.A__1.B,no_symmetry_contacts
7mmr__1__1.A_1.E__1.BA_1.CA_1.K,no_symmetry_contacts
7mnw__1__1.A__1.I_1.J,no_symmetry_contacts
7msk__1__1.A__1.C_1.D,no_symmetry_contacts
7mt4__1__2.A_2.B__2.C,no_symmetry_contacts
7mu0__1__1.A__1.C_1.F,no_symmetry_contacts
7mwn__1__1.A_1.B__1.C,no_symmetry_contacts
7mxk__1__1.A__1.B_1.C,no_symmetry_contacts
7mxn__1__1.A__1.C,no_symmetry_contacts
7my0__1__1.A__1.C_1.F_1.G,no_symmetry_contacts
7myd__1__1.A__1.C_1.G,no_symmetry_contacts
7myj__1__1.A__1.G,no_symmetry_contacts
7n1r__1__1.A__1.P_1.Q_1.R,no_symmetry_contacts
7n4w__1__1.A__1.D,no_symmetry_contacts
7n4z__1__1.A__1.F,no_symmetry_contacts
7n53__1__1.A__1.D,no_symmetry_contacts
7n54__1__1.B__1.H,no_symmetry_contacts
7n8w__1__1.A_1.B__1.C_1.E,no_symmetry_contacts
7n9d__1__1.A__1.D,no_symmetry_contacts
7n9g__1__1.A__1.E_1.F,no_symmetry_contacts
7nag__1__1.A__1.C,no_symmetry_contacts
7nah__1__1.A__1.C,no_symmetry_contacts
7nai__1__1.A__1.C,no_symmetry_contacts
7nb3__1__1.A__1.C,no_symmetry_contacts
7nb7__1__1.A__1.E,no_symmetry_contacts
7ng1__1__2.A__2.C_2.D,no_symmetry_contacts
7ngd__1__1.A__1.B,no_symmetry_contacts
7ngg__1__2.A__2.B,no_symmetry_contacts
7ngi__1__2.A__2.C,no_symmetry_contacts
7ngj__1__1.A__1.B,no_symmetry_contacts
7ngk__1__2.A__2.C,no_symmetry_contacts
7ngm__1__2.A__2.B,no_symmetry_contacts
7ngs__1__1.A__1.B,no_symmetry_contacts
7ngw__1__2.A__2.B,no_symmetry_contacts
7ngx__1__1.A__1.B,no_symmetry_contacts
7ngy__1__2.A__2.B,no_symmetry_contacts
7nlk__1__1.A__1.C_1.E,no_symmetry_contacts
7nlm__1__1.A__1.B_1.C,no_symmetry_contacts
7nlv__1__1.A_1.C__1.G,no_symmetry_contacts
7nqw__1__1.A__1.D_1.E_1.F,no_symmetry_contacts
7nr5__1__1.A__1.F,no_symmetry_contacts
7nr6__1__1.B__1.H,no_symmetry_contacts
7nr8__1__1.A__1.F_1.I,no_symmetry_contacts
7nsn__1__1.A__1.J,no_symmetry_contacts
7ntb__1__1.A__1.B_1.C,no_symmetry_contacts
7ntz__1__1.A__1.B,no_symmetry_contacts
7nud__1__1.B__1.D,no_symmetry_contacts
7nue__1__1.A__1.C,no_symmetry_contacts
7nwa__1__1.A_1.B__1.E,no_symmetry_contacts
7nwc__1__1.A_1.B__1.G,no_symmetry_contacts
7nxu__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7nya__1__1.A_1.B__1.F,no_symmetry_contacts
7nzy__1__1.A__1.E,no_symmetry_contacts
7o1b__1__1.A__1.E,no_symmetry_contacts
7o6x__1__1.A__1.E,no_symmetry_contacts
7o7k__1__1.A__1.E,no_symmetry_contacts
7o9i__1__1.A__1.B,no_symmetry_contacts
7oa1__1__1.A__1.D_1.H,no_symmetry_contacts
7oa4__1__1.A__1.E_1.F_1.H_1.I,no_symmetry_contacts
7oat__1__1.B__1.F_1.G,no_symmetry_contacts
7ocp__1__1.B__1.J_1.K,no_symmetry_contacts
7ocs__1__1.D__1.BB,no_symmetry_contacts
7odn__1__1.A_1.B__1.J,no_symmetry_contacts
7oed__1__1.A__1.C,no_symmetry_contacts
7of8__1__1.A__1.B,no_symmetry_contacts
7ofa__1__1.A__1.B_1.C,no_symmetry_contacts
7ohg__1__1.A__1.B_1.D_1.E_1.F,no_symmetry_contacts
7oj6__1__1.A_1.C__1.Y,no_symmetry_contacts
7ojq__1__1.A_1.C__1.F,no_symmetry_contacts
7ojw__1__1.A_1.C__1.F,no_symmetry_contacts
7ok8__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7oli__1__1.A__1.C,no_symmetry_contacts
7olj__1__1.A_1.B__1.E,no_symmetry_contacts
7om1__1__1.A_1.B__1.E,no_symmetry_contacts
7omd__1__1.A__1.C_1.D,no_symmetry_contacts
7ome__1__1.A__1.B,no_symmetry_contacts
7omo__1__1.A__1.C,no_symmetry_contacts
7omr__1__1.A__1.B,no_symmetry_contacts
7on9__1__1.A__1.E_1.F,no_symmetry_contacts
7opm__1__1.A__1.D,no_symmetry_contacts
7oq6__1__1.B__1.H_1.J,no_symmetry_contacts
7orq__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7osx__1__1.A__1.C,no_symmetry_contacts
7ou8__1__1.A__1.C,no_symmetry_contacts
7oum__1__1.A__1.K,no_symmetry_contacts
7ouw__1__1.A__1.C,no_symmetry_contacts
7ouy__1__1.A_1.B__1.M_1.N,no_symmetry_contacts
7ovd__1__1.A__1.B,no_symmetry_contacts
7oy5__1__1.A__1.C,no_symmetry_contacts
7oyf__1__1.A_1.B__1.C_1.D_1.E_1.F_1.S,no_symmetry_contacts
7oze__1__1.A__1.E_1.F,no_symmetry_contacts
7p0h__1__1.C__1.V_1.W,no_symmetry_contacts
7p0x__1__1.A_1.B__1.D_1.G,no_symmetry_contacts
7p1f__1__1.A__1.C,no_symmetry_contacts
7p1o__1__1.A__1.D,no_symmetry_contacts
7p1s__1__1.A__1.E,no_symmetry_contacts
7p1u__1__1.A__1.C_1.D,no_symmetry_contacts
7p2t__1__1.A__1.E_1.H,no_symmetry_contacts
7p3b__1__1.A__1.C_1.D_1.E,no_symmetry_contacts
7p3v__1__1.B__1.D,no_symmetry_contacts
7p4c__1__1.A__1.E_1.F,no_symmetry_contacts
7p5e__1__1.A__1.B_1.D,no_symmetry_contacts
7p5f__1__1.A__1.C,no_symmetry_contacts
7p5i__1__1.A__1.D,no_symmetry_contacts
7p5k__1__1.A__1.C,no_symmetry_contacts
7p5n__1__1.A__1.C,no_symmetry_contacts
7p5p__1__1.A__1.D,no_symmetry_contacts
7p84__1__1.A_1.B__1.E_1.F_1.G_1.H,no_symmetry_contacts
7p8m__1__1.A_1.B__1.E_1.F_1.G_1.H,no_symmetry_contacts
7p97__1__1.A__1.C_1.D_1.E,no_symmetry_contacts
7pa1__1__1.A__1.D,no_symmetry_contacts
7paw__1__1.B__1.C,no_symmetry_contacts
7pcc__1__1.A_1.B__1.C_1.I,no_symmetry_contacts
7pcs__1__1.B__1.G_1.H,no_symmetry_contacts
7pd6__1__1.A_1.B__1.K,no_symmetry_contacts
7pdb__1__1.C_1.D__1.H,no_symmetry_contacts
7pdr__1__1.A_1.E__1.I,no_symmetry_contacts
7pdt__1__1.A__1.E,no_symmetry_contacts
7pe4__1__1.A__1.B_1.C,no_symmetry_contacts
7pe5__1__1.D_1.E__1.I,no_symmetry_contacts
7pe6__1__1.A_1.B__1.F,no_symmetry_contacts
7pfm__1__1.A_1.B__1.C,no_symmetry_contacts
7pfs__1__1.B__1.AA_1.W,no_symmetry_contacts
7phe__1__1.A__1.C,no_symmetry_contacts
7phn__1__1.A__1.B_1.C,no_symmetry_contacts
7pi1__1__1.A__1.F,no_symmetry_contacts
7pj9__1__1.A__1.C,no_symmetry_contacts
7pjk__1__1.A__1.E,no_symmetry_contacts
7plf__1__1.A__1.C_1.D,no_symmetry_contacts
7pn9__1__1.A__1.B_1.C,no_symmetry_contacts
7pom__1__1.C__1.I_1.J,no_symmetry_contacts
7poo__1__1.A_1.B__1.G,no_symmetry_contacts
7pox__1__1.A__1.C,no_symmetry_contacts
7ppg__1__1.A_1.B__1.E_1.G_1.H,no_symmetry_contacts
7pph__1__1.A_1.B__1.H_1.J,no_symmetry_contacts
7ppq__1__1.B__1.H,no_symmetry_contacts
7ppy__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7pqs__1__1.A__1.C,no_symmetry_contacts
7pqv__1__1.A__1.B,no_symmetry_contacts
7pri__1__1.A__1.C_1.F,no_symmetry_contacts
7psc__1__1.A_1.B__1.C_1.D,no_symmetry_contacts
7pu8__1__1.A_1.B__1.H,no_symmetry_contacts
7puc__1__1.C_1.D__1.I,no_symmetry_contacts
7puq__1__1.C_1.D__1.K,no_symmetry_contacts
7put__1__1.A__1.I,no_symmetry_contacts
7puw__1__1.B__1.G_1.H,no_symmetry_contacts
7pv6__1__1.A_1.B__1.E_1.H,no_symmetry_contacts
7pvn__1__1.A__1.C_1.H_1.J,no_symmetry_contacts
7pwd__1__1.A__1.D,no_symmetry_contacts
7pwy__1__1.A_1.B__1.I_1.J,no_symmetry_contacts
7px0__1__1.B__1.T_1.W,no_symmetry_contacts
7pz1__1__1.A__1.D,no_symmetry_contacts
7pzu__1__1.A__1.B_1.C,no_symmetry_contacts
7pzv__1__1.A__1.B_1.C,no_symmetry_contacts
7q29__1__1.A__1.G_1.I_1.J_1.O,no_symmetry_contacts
7q2o__1__1.A_1.B__1.D,no_symmetry_contacts
7q4f__1__1.A_1.C__1.J,no_symmetry_contacts
7q6f__1__1.A__1.C_1.D,no_symmetry_contacts
7q6g__1__1.A__1.B_1.C,no_symmetry_contacts
7q6v__1__1.A__1.E,no_symmetry_contacts
7q7c__1__1.A__1.B_1.C,no_symmetry_contacts
7q7i__1__1.A__1.B,no_symmetry_contacts
7q7k__1__1.A__1.B,no_symmetry_contacts
7q8k__1__1.A__1.C_1.F_1.H,no_symmetry_contacts
7q8q__1__1.A__1.C_1.E_1.J,no_symmetry_contacts
7q8z__1__1.A__1.E,no_symmetry_contacts
7q90__1__1.A__1.D,no_symmetry_contacts
7qa3__1__1.A__1.C,no_symmetry_contacts
7qaa__1__1.B__1.D,no_symmetry_contacts
7qan__1__1.A__1.C_1.D,no_symmetry_contacts
7qea__1__1.A__1.C,no_symmetry_contacts
7qei__1__1.A__1.B,no_symmetry_contacts
7qfe__1__1.A__1.D,no_symmetry_contacts
7qg1__1__1.A__1.C,no_symmetry_contacts
7qg3__1__1.A__1.C,no_symmetry_contacts
7qg5__1__1.A__1.C,no_symmetry_contacts
7qgm__1__2.A__2.B_2.C_2.E,no_symmetry_contacts
7qgt__1__1.B__1.F,no_symmetry_contacts
7qgz__1__1.A__1.B_1.C,no_symmetry_contacts
7qh1__1__1.A__1.E_1.F,no_symmetry_contacts
7qhd__1__1.A__1.J_1.P,no_symmetry_contacts
7qhe__1__1.A__1.I,no_symmetry_contacts
7qhl__1__1.A__1.E,no_symmetry_contacts
7qhz__1__1.A__1.B,no_symmetry_contacts
7qi0__1__1.A__1.C,no_symmetry_contacts
7qnh__1__1.B__1.E_1.F,no_symmetry_contacts
7qnn__1__1.A__1.C,no_symmetry_contacts
7qoz__1__1.B__1.L_1.M,no_symmetry_contacts
7qqa__1__1.A_1.B__1.H_1.I,no_symmetry_contacts
7qrb__1__1.A__1.G,no_symmetry_contacts
7qrc__1__1.A__1.D,no_symmetry_contacts
7qrk__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7qt2__1__1.A_1.B__1.E,no_symmetry_contacts
7qt6__1__1.A__1.B,no_symmetry_contacts
7qty__1__1.A__1.C,no_symmetry_contacts
7qy9__1__1.A__1.C,no_symmetry_contacts
7qyn__1__1.B__1.O,no_symmetry_contacts
7r02__1__1.B__1.L,no_symmetry_contacts
7r0a__1__1.A__1.C,no_symmetry_contacts
7r0d__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7r26__1__1.A__1.B,no_symmetry_contacts
7r2v__1__1.A__1.C_1.D,no_symmetry_contacts
7r2y__1__1.A_1.C__1.G_1.H,no_symmetry_contacts
7r4a__1__1.A__1.C,no_symmetry_contacts
7r6g__1__1.A__1.C,no_symmetry_contacts
7r6z__1__1.A__1.C_1.E_1.F,no_symmetry_contacts
7r7e__1__1.A__1.C_1.D_1.F,no_symmetry_contacts
7r7l__1__1.A__1.C,no_symmetry_contacts
7r7r__1__1.A__1.B,no_symmetry_contacts
7r9n__1__1.B__1.E,no_symmetry_contacts
7r9p__1__1.A__1.C,no_symmetry_contacts
7r9t__1__1.A__1.C,no_symmetry_contacts
7rae__1__1.A__1.C,no_symmetry_contacts
7raf__1__1.A__1.C,no_symmetry_contacts
7rbw__1__1.A__1.C,no_symmetry_contacts
7rc9__1__1.A_1.B__1.X,no_symmetry_contacts
7rck__1__1.A__1.C_1.D,no_symmetry_contacts
7rf9__1__1.A_1.B__1.G,no_symmetry_contacts
7rh3__1__1.A__1.C,no_symmetry_contacts
7rh4__1__1.A__1.C,no_symmetry_contacts
7rke__1__1.A__1.E,no_symmetry_contacts
7rl2__1__1.A__1.C,no_symmetry_contacts
7rmw__1__1.A__1.G,no_symmetry_contacts
7rnm__1__1.B__1.F,no_symmetry_contacts
7rnp__1__1.A__1.E,no_symmetry_contacts
7rof__1__1.A__1.E,no_symmetry_contacts
7ror__1__1.A__1.C_1.D,no_symmetry_contacts
7ros__1__1.A__1.C,no_symmetry_contacts
7rq0__1__1.A_1.B__1.L,no_symmetry_contacts
7rrb__1__1.A__1.C,no_symmetry_contacts
7rrc__1__1.A__1.C,no_symmetry_contacts
7rre__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7rsp__1__1.A__1.C_1.D,no_symmetry_contacts
7rst__1__1.A__1.E_1.F,no_symmetry_contacts
7rsv__1__1.A__1.C_1.D,no_symmetry_contacts
7rwe__1__1.A__1.B,no_symmetry_contacts
7rwf__1__1.A__1.C,no_symmetry_contacts
7rxo__1__1.A__1.C,no_symmetry_contacts
7s14__1__1.A_1.B__1.E_1.K,no_symmetry_contacts
7s1c__1__1.A__1.C,no_symmetry_contacts
7s1d__1__1.A__1.C,no_symmetry_contacts
7s6u__1__1.A__1.B,no_symmetry_contacts
7s6v__1__1.A__1.B,no_symmetry_contacts
7s7t__1__1.A__1.B,no_symmetry_contacts
7s7x__1__1.A__1.D,no_symmetry_contacts
7s84__1__1.A__1.B,no_symmetry_contacts
7sa0__1__1.A__1.F,no_symmetry_contacts
7scr__1__1.E__1.K,no_symmetry_contacts
7scw__1__1.A_1.B__1.C_1.D,no_symmetry_contacts
7sdd__1__2.A__2.B,no_symmetry_contacts
7sdr__1__1.A__1.D,no_symmetry_contacts
7se9__1__1.A__1.C_1.D,no_symmetry_contacts
7sel__1__1.A__1.C,no_symmetry_contacts
7sez__1__1.A__1.B,no_symmetry_contacts
7sfo__1__1.A__1.E,no_symmetry_contacts
7sgg__1__1.A__1.B_1.D,no_symmetry_contacts
7sgi__1__1.A__1.B_1.C,no_symmetry_contacts
7sgj__1__1.A__1.B_1.E,no_symmetry_contacts
7sgk__1__1.A__1.B_1.C,no_symmetry_contacts
7sh0__1__1.A__1.C_1.D_1.H,no_symmetry_contacts
7sh1__1__1.A__1.C_1.J,no_symmetry_contacts
7shh__1__1.A__1.E,no_symmetry_contacts
7si4__1__1.A__1.B,no_symmetry_contacts
7si5__1__1.A__1.D,no_symmetry_contacts
7sia__1__1.A_1.B__1.C,no_symmetry_contacts
7siu__1__1.A__1.C,no_symmetry_contacts
7sj2__1__1.A__1.K_1.M,no_symmetry_contacts
7slr__1__1.A_1.B__1.C,no_symmetry_contacts
7sls__1__1.A_1.B__1.C,no_symmetry_contacts
7slz__1__1.A__1.B,no_symmetry_contacts
7snz__1__1.A_1.B__1.C,no_symmetry_contacts
7so1__1__1.A_1.B__1.C,no_symmetry_contacts
7sok__1__1.A__1.E,no_symmetry_contacts
7sqe__1__1.A__1.D,no_symmetry_contacts
7sqm__1__1.A__1.B,no_symmetry_contacts
7ssj__1__1.A__1.G_1.H,no_symmetry_contacts
7suf__1__1.A__1.B_1.D,no_symmetry_contacts
7sv5__1__1.A__1.C_1.D,no_symmetry_contacts
7sxg__1__1.A__1.C,no_symmetry_contacts
7sxj__1__1.A__1.C,no_symmetry_contacts
7sz3__1__1.B__1.I,no_symmetry_contacts
7sza__1__1.A__1.E,no_symmetry_contacts
7szb__1__1.A__1.E,no_symmetry_contacts
7szc__1__1.A__1.F,no_symmetry_contacts
7szp__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7szr__1__1.A__1.G,no_symmetry_contacts
7t0a__1__1.A_1.B__1.BA_1.CA_1.GA_1.HA,no_symmetry_contacts
7t0c__1__1.A_1.B__1.VA,no_symmetry_contacts
7t0f__1__1.A_1.B__1.C,no_symmetry_contacts
7t1d__1__1.A_1.B__1.G_1.I,no_symmetry_contacts
7t39__1__1.A__1.B,no_symmetry_contacts
7t4t__1__1.A__1.C_1.E,no_symmetry_contacts
7t5k__1__1.A__1.D,no_symmetry_contacts
7t5x__1__1.A_1.C__1.I,no_symmetry_contacts
7t5y__1__1.B__1.G,no_symmetry_contacts
7t5z__1__1.A_1.C__1.I,no_symmetry_contacts
7t60__1__1.B_1.C__1.M,no_symmetry_contacts
7t61__1__1.B_1.C__1.L,no_symmetry_contacts
7t6c__1__1.A__1.E,no_symmetry_contacts
7t7m__1__1.A__1.I,no_symmetry_contacts
7t9r__1__1.A__1.F,no_symmetry_contacts
7tab__1__1.A__1.B,no_symmetry_contacts
7taz__1__1.A__1.C,no_symmetry_contacts
7tba__1__1.A__1.U_1.V_1.W,no_symmetry_contacts
7tbc__1__1.A__1.B_1.J_1.L_1.S,no_symmetry_contacts
7tbd__1__1.A__1.E,no_symmetry_contacts
7tbu__1__1.A__1.D,no_symmetry_contacts
7td8__1__1.A_1.B__1.AA_1.W,no_symmetry_contacts
7te8__1__1.A_1.B__1.E,no_symmetry_contacts
7tem__1__1.A__1.C_1.G,no_symmetry_contacts
7tgk__1__1.A__1.Q_1.R_1.S,no_symmetry_contacts
7tgl__1__1.B__1.R_1.S_1.U_1.W_1.X,no_symmetry_contacts
7tjo__1__1.A__1.E,no_symmetry_contacts
7tm5__1__1.A__1.C_1.D_1.E,no_symmetry_contacts
7tmf__1__1.A_1.B__1.J_1.P,no_symmetry_contacts
7tmz__1__1.A_1.B__1.V_1.Z,no_symmetry_contacts
7toc__1__1.A_1.B__1.C_1.D_1.G_1.L,no_symmetry_contacts
7ttp__1__1.A__1.B_1.C,no_symmetry_contacts
7tuo__1__1.A__1.B,no_symmetry_contacts
7twu__1__1.B__1.N,no_symmetry_contacts
7twz__1__1.A__1.G_1.K,no_symmetry_contacts
7txh__1__1.A__1.G_1.H_1.I,no_symmetry_contacts
7txk__1__1.A__1.C,no_symmetry_contacts
7tzb__1__1.A__1.C,no_symmetry_contacts
7u0t__1__1.A_1.B__1.H,no_symmetry_contacts
7u1m__1__1.A__1.D,no_symmetry_contacts
7u2p__1__1.A_1.B__1.C_1.D,no_symmetry_contacts
7u2z__1__1.A__1.C,no_symmetry_contacts
7u30__1__1.A__1.I,no_symmetry_contacts
7u31__1__1.A__1.D,no_symmetry_contacts
7u3m__1__1.A__1.B_1.C,no_symmetry_contacts
7u4g__1__4.A__4.E,no_symmetry_contacts
7u4o__1__1.A__1.G,no_symmetry_contacts
7u59__1__1.A__1.E_1.F,no_symmetry_contacts
7u5z__1__1.A_1.B__1.C,no_symmetry_contacts
7u64__1__1.A_1.B__1.S,no_symmetry_contacts
7u6a__1__1.A__1.B_1.F,no_symmetry_contacts
7u6b__1__1.A__1.B_1.E,no_symmetry_contacts
7u70__1__1.A__1.C,no_symmetry_contacts
7u8v__1__1.A__1.C,no_symmetry_contacts
7u8w__1__1.A__1.C,no_symmetry_contacts
7u8x__1__1.A__1.B,no_symmetry_contacts
7u8z__1__1.A__1.F_1.G,no_symmetry_contacts
7u91__1__1.A__1.C_1.D,no_symmetry_contacts
7u98__1__1.A__1.E,no_symmetry_contacts
7u99__1__1.A__1.B,no_symmetry_contacts
7u9a__1__1.A__1.B,no_symmetry_contacts
7u9u__1__2.A__2.C_2.D,no_symmetry_contacts
7u9v__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7uad__1__1.A__1.B,no_symmetry_contacts
7uas__1__1.A__1.C,no_symmetry_contacts
7uaw__1__1.A_1.B__1.C,no_symmetry_contacts
7ubo__1__1.A__1.E,no_symmetry_contacts
7ubr__1__1.A_1.B__1.AA_1.V_1.Z,no_symmetry_contacts
7ucy__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7udg__1__1.A_1.B__1.U_1.X,no_symmetry_contacts
7udh__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7udq__1__1.A__1.C,no_symmetry_contacts
7ue0__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7ug5__1__1.A__1.E,no_symmetry_contacts
7ugb__1__1.A__1.C,no_symmetry_contacts
7ugl__1__1.A__1.C,no_symmetry_contacts
7ugl__1__1.A__1.D,no_symmetry_contacts
7uh8__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7uj4__1__1.A__1.C_1.D,no_symmetry_contacts
7uj7__1__1.A__1.E,no_symmetry_contacts
7uj8__1__1.A__1.C,no_symmetry_contacts
7ujc__1__1.B__1.D,no_symmetry_contacts
7uje__1__1.A_1.B__1.AA_1.W,no_symmetry_contacts
7ujf__1__1.A__1.E,no_symmetry_contacts
7ujh__1__1.A_1.B__1.D,no_symmetry_contacts
7ujk__1__1.A_1.B__1.V_1.Z,no_symmetry_contacts
7ujo__1__1.D__1.H,no_symmetry_contacts
7ujy__1__1.B__1.F,no_symmetry_contacts
7uk7__1__1.A__1.B_1.C_1.D_1.F,no_symmetry_contacts
7uko__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7ukp__1__1.A_1.B__1.S_1.V,no_symmetry_contacts
7ukr__1__1.A__1.C,no_symmetry_contacts
7ukt__1__1.A_1.B__1.U_1.Y,no_symmetry_contacts
7um4__1__1.A__1.I,no_symmetry_contacts
7umo__1__1.A__1.G_1.I,no_symmetry_contacts
7un0__1__1.A__1.G,no_symmetry_contacts
7uor__1__1.A__1.G_1.H,no_symmetry_contacts
7uoy__1__1.A__1.C_1.D_1.F,no_symmetry_contacts
7uq1__1__1.A__1.B_1.D,no_symmetry_contacts
7ur3__1__1.A__1.B,no_symmetry_contacts
7ur9__1__1.A_1.B__1.D,no_symmetry_contacts
7usg__1__1.A__1.B,no_symmetry_contacts
7usi__1__1.A__1.G,no_symmetry_contacts
7ut5__1__1.A__1.C,no_symmetry_contacts
7utc__1__1.C_1.D__1.LA_1.MA_1.PA,no_symmetry_contacts
7uw2__1__1.A__1.C,no_symmetry_contacts
7uw4__1__1.A__1.C,no_symmetry_contacts
7uwp__1__1.A__1.C_1.D,no_symmetry_contacts
7uy0__1__1.A__1.E,no_symmetry_contacts
7v04__1__1.A__1.B_1.C_1.D,no_symmetry_contacts
7v13__1__1.A__1.C,no_symmetry_contacts
7v16__1__1.A__1.C,no_symmetry_contacts
7v17__1__1.A__1.C,no_symmetry_contacts
7v18__1__1.A__1.C,no_symmetry_contacts
7v1o__1__1.A__1.D,no_symmetry_contacts
7v1q__1__1.E__1.AA_1.BA,no_symmetry_contacts
7v3d__1__1.A_1.B__1.F,no_symmetry_contacts
7v3s__1__1.A__1.B,no_symmetry_contacts
7v41__1__1.A__1.B_1.C,no_symmetry_contacts
7v62__1__1.C__1.M,no_symmetry_contacts
7v6x__1__1.A__1.B_1.C,no_symmetry_contacts
7va2__1__1.A__1.D_1.E,no_symmetry_contacts
7vb3__1__1.A_1.B__1.R_1.T_1.U,no_symmetry_contacts
7vbt__1__1.B__1.D,no_symmetry_contacts
7vbv__1__1.B__1.N,no_symmetry_contacts
7vdp__1__1.A__1.E_1.F,no_symmetry_contacts
7vdq__1__1.A__1.E,no_symmetry_contacts
7vdr__1__1.A__1.E_1.F_1.N,no_symmetry_contacts
7vds__1__1.A__1.E,no_symmetry_contacts
7vem__1__1.A_1.B__1.C_1.D,no_symmetry_contacts
7vez__1__1.A_1.D__1.E,no_symmetry_contacts
7vf6__1__1.B__1.H_1.J,no_symmetry_contacts
7vhy__1__1.A__1.F,no_symmetry_contacts
7vhz__1__1.A__1.F,no_symmetry_contacts
7vi0__1__1.A__1.F,no_symmetry_contacts
7vi7__1__1.A__1.C,no_symmetry_contacts
7vjt__1__1.A__1.C,no_symmetry_contacts
7vkh__1__1.A__1.C,no_symmetry_contacts
7vl0__1__1.A__1.C,no_symmetry_contacts
7vl2__1__1.A__1.C,no_symmetry_contacts
